Asset 1,Asset 2,Asset 3,Asset 4,Asset 5,Asset 6,Asset 7
0.99351022,0.99243215,0.98854672,0.991576493,0.992826621,0.995317089,0.985067437
1.023371138,1.023868997,1.021133633,1.028779282,1.009533399,1.016048387,1.06441069
1.007282623,1.03751608,0.999179913,1.008741629,1.009531738,1.012327537,1.068332763
0.993772614,1.01026892,1.048302233,0.999137369,1.005349594,0.993591823,0.96606694
0.986059263,0.958053784,0.971297386,0.983770041,0.993345998,0.969106202,0.964158163
1.002162139,1.015715869,0.987731906,0.989088179,1,1.014352922,1.002878158
0.979553628,1.030325734,0.995586589,0.969090022,0.982476029,0.974966959,0.970274296
0.982708892,0.968279864,1.000153984,0.997869368,0.989621738,0.987789894,0.961857578
1.005635186,0.984036418,0.970849065,0.988565675,0.99008046,0.985842986,1.00041801
1.014537736,0.970486414,1.013535391,1.004230483,1.01097275,1.006476684,1.024282831
1.002866733,1.001603693,0.98341113,0.968868867,1.008206406,0.99992381,0.988751134
1.005186934,1.0299554,1.002090384,1.013851862,1.011743064,0.996204934,1.031954066
1.00746509,0.986871054,1.004549798,1.012421083,1.003498445,0.988965621,1.016107553
0.986095245,0.967354264,0.989071311,0.989689703,1.007092919,0.99895021,0.980781192
1.008662671,1.039886573,0.998715958,1.009507597,1.009972807,0.993740686,0.998137571
0.998901165,0.984954723,1.004514536,0.99713925,0.991044503,1.004541145,1.007694714
0.992177691,0.946952142,0.955579752,0.967993303,1.017852926,1.012147385,0.93452207
0.982724009,1.000661796,1.016284435,1.021612572,0.990318016,0.990618433,1.01350951
0.970900304,0.919939198,0.988192792,0.996851886,0.988762006,0.98411995,0.965613915
1.038735838,0.979281537,1.022291425,1.015078911,1.016643932,1.013777611,1.015572342
1.000729803,1.039832631,1.002879879,0.999500945,0.996112752,1.01273982,1.001629612
0.985927911,1.033912125,0.992345054,0.974895456,0.999348538,0.972923122,0.977360637
1.003369429,0.998380136,0.988389296,1.00410349,1.012818696,1.013534734,1.009184845
1.003865652,0.988045622,1.014139514,1.032899411,0.992655347,1.011726434,1.013379872
0.9962291,1.013599094,1.005922304,0.985970173,1.005219839,1.018414362,0.983803583
0.991725064,0.991796236,0.993537178,1.004397335,1.000141099,0.993113475,0.980142481
1.020461178,1.011960278,1.024255301,1.028154529,1.004962933,1.025502197,1.064298507
1.000081244,1.051532437,1.002873449,0.999486554,1.008052197,0.994692476,0.987734403
0.994428256,1.022189581,0.994236995,0.988026419,1.00176604,1.002739297,1.001831394
0.991354462,1.001254784,1.00849444,1.002339251,0.996148708,0.991079739,0.994360571
1.003857265,1.008332759,0.991333013,0.986059557,1.007907211,0.996521605,0.989651764
0.993374332,0.997389228,0.976438876,0.973635391,1.007921562,0.991113154,0.965914196
1.00191958,0.999108715,0.997984532,1.000390692,1.002615134,0.996716555,1.019172437
0.986819257,1.017697534,0.982369324,0.994462813,1.002281338,0.993702102,0.995953032
0.999605478,1.033234261,1.005069679,0.991523832,1.004975645,1.009962449,0.973963249
0.997167819,0.97026019,1.008023708,1.031597746,1.004311197,1.013199783,1.004013154
1.017205523,1.014534806,1.005329581,1.012678533,0.997653919,0.991226045,1.055228797
1.003726622,0.977305157,1.019681734,1.022007525,1.00698888,0.993196759,0.987340302
1.00534072,1.034889271,0.99867986,1.000308508,1.019672735,1.025154768,0.988065182
0.996900845,1.00362464,1.014282884,1.017373091,0.999498403,1.087987041,1.055794511
1.012307963,1.006678158,1.011284446,0.994276869,1.025514457,1.008079072,1.017255192
1.011143607,1.025197617,1.007223664,0.994412284,1.000617676,0.994954678,1.027025316
1.000325505,1.104688697,0.992131504,0.996083302,0.994217274,1.01106692,0.975609756
0.980689432,1.012100137,0.984944235,0.973314562,0.995922752,1.000432489,0.975543642
1.006828898,1.019168367,1.0047614,1.024249863,0.999847123,0.99509382,0.971727933
0.986213528,0.983572421,0.993104104,1.00433441,0.975105617,0.998882297,1.00370131
1.003338866,1.023700263,1.007693469,0.985958451,1.012731427,0.988946518,0.979569521
0.987905451,0.997522759,0.992365269,0.992927866,1.005922601,0.995682357,0.984754888
0.989585786,0.954483505,0.985533983,1.002938531,0.994612771,0.992354869,0.981422771
1.020704437,1.002809287,0.971606487,0.992757269,1.029225854,1.003456415,1.00649387
0.997546813,0.986198345,1.00146427,1.021685471,1.007149921,1.007046439,1.02413714
1.010071205,1.021073963,1.001419076,0.991238797,1.000678916,0.992751791,0.992940909
1.008870174,0.997979697,0.984813906,0.98150185,1.00293318,0.993468978,0.982988248
1.00821143,0.987695022,0.989718728,1.002807555,0.995567602,0.987841191,0.950835373
1.019900439,1.00687745,1.013504064,1.015477062,1.005505494,1.018877465,1.044343187
1.011744997,1.01654839,1.024559489,1.005734798,1.031364885,1.020994665,1.024537432
1.007182115,0.995386713,1.016151062,1.014334657,1.000216287,0.973856209,0.984364492
1.02281561,1.001749372,1.044352982,1.054666982,1.002983812,1.021659105,1.029778393
0.983009148,1.004300293,0.973201438,0.978349453,0.991821367,1.001285788,0.962239005
1.001105659,1.023290144,1.014496412,1.010615145,1.000161449,1.026665493,1.006708408
0.978284372,0.996897117,0.961419785,0.971789532,0.985782537,0.993008826,0.95194508
1.004093522,1.026750214,1.050455907,1.02525359,1.027135974,1.020057051,1.03926774
1.009785737,1,0.999139565,1.003216829,0.993826496,0.992655517,1.002717391
0.981535153,0.998108503,0.999746941,0.991494784,1.001029977,1.013451708,0.983742499
1.008517761,1.008347612,1.02145038,1.011397856,1.009135676,0.99991033,0.942464908
1.000529148,0.995094867,0.985985118,0.995291094,0.993604256,0.995595763,1.045439071
1.021304453,1.02808959,1.037158444,1.009180267,1.023571099,1.02670333,1.094268965
0.984541697,0.969274201,0.913520037,0.945181701,0.983475627,0.97970546,0.972152333
1.022418795,1.013275602,1.045853921,1.034861569,0.991697836,0.993664674,0.98975607
0.974960239,0.982347982,0.966989008,0.966608802,0.987514722,0.961231667,0.940440707
0.98628894,1.021344759,1.006685672,1.012196437,0.995519075,1.005779848,0.996605135
0.988568649,1.026163782,1.00887763,0.989162656,1.004824105,1.013729777,1.008020533
0.986388528,0.994285387,0.989158163,0.988578954,0.984537429,0.966038692,0.972593479
1.000080515,1.00039813,0.988602723,0.994571766,0.993186286,1.006119847,0.998701569
0.992009591,0.998608312,0.983777885,0.974720725,1.002469532,0.993329956,0.97355514
1.028771098,1.026502182,1.015898388,1.008,1.00438011,1.011615989,1.035770399
0.997867241,1.0123672,1.022450208,1.013817941,1.0016917,1.013767426,1.007545776
1.03304808,1.008633556,1.039406568,1.027363405,1.008852887,1.025301847,1.114764706
0.908677902,0.951989553,0.909188852,0.916556691,0.957660844,0.921918481,0.835750455
0.984833553,1.025727519,0.979000402,0.959471743,0.981355239,0.986197433,0.938497739
0.971418007,1.031578032,0.987726985,0.97434993,0.984554653,0.973365808,0.940303688
1.027941841,1.005912466,1.013261769,1.019958598,1.027845366,1.01970838,1.122036703
1.024594637,1.028481091,1.014430716,1.045001861,1.020285705,1.009135743,1.114650027
0.99876019,0.991387748,1.020183331,1.020811435,0.999741247,1.012358815,1.064333564
1.024206345,1.005505108,1.031497953,1.053977501,1.030385503,1.028884211,1.129476225
1.008887794,1.004629449,1.021057361,1.003346883,1.000960477,0.999831607,1.012682476
0.999919935,1.012297822,1.017507245,1.013256596,1.005850069,1.012531969,1.03798423
1.002971168,0.999025972,0.982705535,0.974464264,0.993853637,1.004710921,0.973501535
0.991954749,1.000440159,0.959744302,0.985104046,1.005380367,0.960668148,1.002006421
1.031044726,1.004356936,1.069366545,1.05792114,1.015581083,1.00479537,1.03309611
0.982384395,0.996957304,0.96909085,0.967715858,0.987938469,1.01007711,0.977751256
1.046907133,0.996257842,1.124400231,1.106702427,1.014568995,1.014602045,1.076298504
0.993871683,1.006438339,0.999056032,0.992236866,0.996379994,1.001612493,0.98942446
0.981380839,0.992544564,0.992614718,0.987298813,1.005323108,0.982571714,1.04260426
1.00906144,1.019448223,1.02030026,1.029998834,1.025227002,1.048526712,1.022079117
0.98955249,0.994221476,0.977732591,0.980320585,0.998554189,0.978776209,0.963083284
1.039151968,1.023561175,1.058241647,1.052968678,1.034635489,1.071526823,1.128666667
1.000256505,0.994087938,0.985210734,0.981489922,0.990878503,1.029647814,0.979431929
1.010541812,1.006143388,1.015424927,1.041532768,1.014986744,1.029051691,1.008395062
0.962331599,0.9879259,0.96947122,0.965529187,0.978928266,0.984315226,0.970292286
0.980993551,0.988571837,0.967514689,0.967322412,0.976006186,0.970214345,0.971375378
0.996747671,1.01573529,0.987971336,0.970550167,0.998068727,0.987266398,0.966052158
1.014517884,1.023737381,1.016838529,1.016335838,1.000607387,1.034005873,1.037232802
0.997483133,1.010344982,1.030522261,1.010413272,1.023450243,1.04649088,1.055719678
1.004813209,1.010317207,0.992260228,0.981195639,0.987335402,0.99821888,0.971770335
1.007396427,1.015008915,1.012895527,0.998480569,0.985539179,0.979453382,0.953902328
0.998440966,1.014148746,0.993958197,0.988096488,0.995675007,0.978009479,0.985678938
0.970611638,0.98390068,0.965543638,0.973788732,0.973875068,0.975496995,0.945752376
0.97567807,1.021096221,0.965216011,0.978540717,0.998615695,0.963474388,1.014532374
1.019165219,1.032845076,1.016148806,1.026970283,1.010165116,1.056868468,1.058644326
1.002779529,0.983790678,1.018905994,1.007081006,1.000215131,1.001414294,1.020360584
1.009621573,1.000706782,1.036949072,1.04310429,1.010162021,1.048127285,0.997674058
1.02777092,1.028869545,1.011139763,1.014766827,1.010876642,1.001881188,0.936401917
1.017098302,0.996124507,0.994715286,1.00055967,0.976190487,1.00009902,1.020523079
1.021839722,1.028803558,1.012484931,1.003256553,1.050118326,1.004475831,0.990024206
0.969686887,0.969089702,0.96347002,0.970995511,0.977594228,0.983180129,0.949307151
1.002414217,0.979243306,0.983159828,0.963542786,0.97608812,0.959017162,0.932532468
1.037933132,0.986431253,1.036432437,1.089888993,1.03676875,1.045187218,1.147199046
0.97506108,1.007945823,0.991709697,0.961890049,1.009334221,0.986940118,0.919578024
0.957872649,0.990872605,1.001627084,0.950680676,0.966574381,0.974912761,1.035319149
1.02278169,1.050503209,0.994698031,0.972604053,1.021485587,1.024444444,0.957035227
0.997119347,1.019627693,0.97243024,0.955527445,0.980511726,0.990430622,0.970297682
1.018526259,1.007216076,1.041252329,1.089713722,1.034987921,1.033936875,1.03383945
1.037845817,1.025594603,1.065895652,1.040379478,1.010820619,0.998320822,1.037364034
1.00104514,0.988417653,1.049232162,1.013190242,0.991809753,1.016670014,0.951670364
0.986850009,0.999289351,0.947088034,0.978061246,1.001886384,0.989565736,1.020790449
1.09413206,1.088010706,1.137072062,1.088241127,1.102143536,1.071900298,1.170414391
0.966727299,0.985628588,0.979990624,0.970746235,0.992755382,0.968134475,1.010140342
1.046223997,1.016686666,1.031936077,1.037339965,1.021053288,1.021597134,0.943152257
0.947804936,0.947382932,0.939840942,0.937021003,0.956576914,0.982608696,0.876357785
0.982289937,0.997959252,0.968487645,0.96288771,0.983465235,0.967935872,0.979380089
1.045357736,1.028537972,1.008083918,1.026006748,1.025120367,1.03526971,0.94
0.956949283,0.958597755,0.955063648,0.928760693,0.980041881,0.914958238,0.897258377
1.066509184,1.052622998,1.068716546,1.069660997,1.026813101,1.045964459,1.137466137
1.003507762,0.994491239,1.009960851,1.037317651,1.006359975,1.026600082,1.24318609
1.1130105,1.100325391,1.138030725,1.118942138,1.181254606,1.144123134,1.208861958
0.993500315,0.97875586,0.975146328,0.946467051,0.923294473,0.997441265,1.111672456
0.950667803,0.936514433,0.925881293,0.978898062,0.99324413,0.905720004,0.972367209
0.969000469,0.992337943,1.067633174,1.016807727,1.088856534,1.069031532,0.958975366
0.970932922,0.975520059,0.882460515,0.894731212,0.930090807,0.949427991,0.820766876
1.076402849,1.043970138,1.02592778,1.06111364,0.990671732,0.984422692,0.957796466
0.917832371,0.871353004,0.872946917,0.850351223,0.841246551,0.926746001,0.761515864
1.049995159,1.119808259,1.175802998,1.180124923,1.041145063,1.116653959,1.099199173
0.871492748,0.901245323,0.876607111,0.917569899,0.903744967,0.870154488,0.81891263
0.945499746,0.965269414,0.932411193,0.95292947,0.941909322,0.946617621,0.818492706
1.059078183,1.072021667,1.0667786,1.077696892,1.069570848,1.06813608,1.01690364
0.922336169,0.920907963,0.896085003,0.8645448,0.939656046,0.905265897,0.865970343
0.985951344,0.986719786,0.970119206,0.94831969,1.00272285,1.011317775,1.007527749
0.96520637,0.967563041,0.952333075,0.950938711,0.957975038,0.956368518,0.91964538
1.041272274,1.046384576,1.02610235,1.024709266,1.03764231,1.023443538,1.008908845
0.959791525,0.968240682,0.971165336,0.962475365,0.984991308,0.97057843,0.970097141
1.031886315,1.093100701,1.043333146,1.046593744,1.043158065,1.019804505,1.051470321
0.97776275,0.999414981,0.98215761,0.956661455,0.972238825,0.996696035,0.956039755
0.952486598,0.934631878,0.953239437,0.958385971,0.95668729,0.956874189,0.94165385
0.986168888,1.015863684,0.991590497,1.003009628,0.99057049,0.962321554,1.004767541
0.967766223,0.966127834,0.969136818,0.955357185,0.99334952,0.963762123,0.956715948
0.97724235,0.952499568,0.973636333,0.973124161,0.989113813,0.957113046,0.962225316
0.990874272,0.977364909,0.990933644,0.987780981,1.003673071,0.990026359,0.982455097
1.002386239,0.98974108,0.980617757,1,0.997449324,0.993418259,0.994028968
0.998411678,1.014482756,1.017666454,1.013639062,0.997594283,1.015523933,0.99828848
1.000264802,0.993852027,0.994824179,0.990989224,1.002458018,0.991944108,1.003137766
1.002388842,0.987762189,0.988794241,0.995732147,0.993228594,1.005231475,0.99215836
0.976605529,1.000246299,0.994671656,0.996953774,0.998482194,0.990347764,0.99320343
0.99356124,0.992879024,0.998742993,0.999130417,0.999816049,0.993302785,0.992588823
1.011923367,1.023747643,1.00926161,1,1.008019334,1.005957024,1.008797471
0.993848429,0.993966695,0.996208225,1.001887715,1.011819307,0.988919279,0.999274699
1.00664881,1.004749584,0.997310972,1.00415538,1.007561124,1.011133173,1.02351891
0.988964025,0.986439474,0.984203131,0.996802543,0.994080883,0.98822705,0.986292866
1.002750598,1.011697012,0.989848513,1.000145425,0.993002732,1.009407937,1.036049249
1.048420598,1.008154358,1.009754493,1.017000469,0.998835115,0.976784357,1.036516261
1.019416158,1.033013626,1.012258861,1.014396024,0.997397539,1.024129635,1.006139208
1.017672048,0.997253745,1.005299699,1.007630749,1.005655022,1.021762707,0.992867703
1.050888434,0.955661214,0.973866407,0.974023067,0.989777017,1.003628184,0.984441689
0.993318281,0.998550933,1.016700005,1.012366867,1.008114187,1.012861973,1.003974899
0.986671427,1.020932395,0.989859,0.998512258,1.019249941,0.98330563,1.017248025
1.006708997,1.02828934,1.018644553,1.018177666,1.005015749,1.018175129,0.999873631
0.986198012,0.970594726,0.984374957,0.991588367,0.991005521,0.970159909,0.980033978
0.983831568,0.997118098,0.98509653,0.975172081,0.98978541,0.985091421,1.016551819
0.992911167,1.004815867,0.994049771,0.998975777,1.0093643,0.987431428,1.028446691
1.033915315,1.003569417,1.005494497,0.998830677,1.001326027,1.003134578,0.986054793
0.980231547,0.996025232,0.99833409,1.001121814,0.996006422,1.002117411,0.999946809
1.026510532,0.997186679,0.986570999,0.989049709,1.000125837,0.992563339,0.966795172
1.002391612,1.011070959,0.998958808,1.006921672,1.005359265,0.994556229,0.976355405
1.009954635,1.012526515,1.018392413,1.003876583,1.005148513,1.005543237,1.006670707
1.005890136,0.995714432,0.998168147,0.985014426,1.011817412,0.993939394,0.992327412
0.994289843,0.986496769,1.001835214,1.011661794,1.003922353,1.009174312,1.006450251
0.999341649,1.021364344,1.012804066,1.008304535,0.996333297,0.994883142,1.000909335
0.999634281,1.002260773,0.997980209,0.990031919,0.994816398,0.998550024,0.980912158
1.010568335,1.021240778,1.020356706,1.003651295,1.011849891,0.99607978,1.014998293
1.008346355,1.016086396,1.009639464,1.007800944,1.016187049,0.997940975,0.98247748
1.000671144,0.995296825,1.006582621,0.98299942,1.001482801,1.000343289,1.010607101
0.998213531,1.007968277,1.010233996,0.99920491,1.011245483,0.994197952,1.002945003
0.992024772,0.990278005,0.988306657,0.9868877,0.996463916,0.988529015,0.998319942
1.009918727,1.017537691,1.01283766,1.009901708,1.011859418,1.018323408,1.014693369
1.000373033,1.005187585,1.006175769,1.002199894,1.004183363,1.006245822,1.008390637
1.009261345,1.007306497,1.000565724,1.005554383,1.003554896,1.005981776,0.998039236
0.981814238,1.005935163,0.996271584,0.996334712,0.993641759,0.986415094,0.988671456
1.002668303,0.999620491,0.997621191,1.000719078,1.005632906,1.000343171,1.000666862
0.998248874,1.013458744,1.004955017,1.007974564,1.002118855,1.003282301,0.989295024
1.001234777,1.006296882,1.000695931,1.002616659,0.999864367,0.999541147,1.001471471
0.995794914,1.000950631,1.00357937,1.002769762,1.002395558,1.004216201,0.986520509
0.999704897,1.016318442,1.000698925,0.9997084,0.995231781,0.985021786,1.029115808
1.007654634,0.997928741,0.995607487,0.999199176,1.00040604,1.004994868,0.983508208
1.001115942,1.001000862,0.997787002,0.995001472,1.00730959,0.999247915,1.008527892
1.001415637,0.997610693,0.996971611,0.99898683,0.995471256,0.990049414,1.011253909
1.000670994,1.001965184,1.013638002,1.0061162,0.99312711,0.995082851,1
0.99940396,1.017117978,1.013511109,1.003874008,1.003855611,1.014209591,0.957063793
0.991797129,1.013593179,0.995354997,0.991233097,1.004126101,0.996616148,0.986658612
1.011662744,1.002548278,1.021972034,1.028618335,1.008165538,1.00115188,0.989399981
0.998879781,1.008529493,0.996890235,0.997620832,0.998820229,1.010198453,1.006036227
0.999925402,1.00584444,1.00031554,1.000669509,1.001386883,0.999247676,0.99057543
1.005254445,0.985999772,0.987534005,0.99533476,0.996570268,0.990180177,0.991866444
1.009930966,1.019316265,1.034401748,1.014880518,1.005869916,1.001492028,1.024328896
0.999393935,1.014671012,1.005557101,1.00544048,0.999485332,0.994335112,0.990941379
0.999016103,1.008826357,1.017433108,1.019725731,1.006161992,0.997980867,0.990797585
0.994056028,0.982169929,0.975188377,0.987145357,0.989445682,0.986455977,0.991271997
0.988545983,0.988437722,0.983239214,0.997799015,1.003599366,0.993666732,0.969960141
0.99634412,1.004070221,0.999476166,1.000151808,1.008570898,1.004262259,0.985555861
1.008771307,0.993752476,0.998953428,0.997576874,0.988622874,0.996413166,1.009637654
0.990228662,1.013432229,1.002247648,1.002961935,1.011803483,0.998944829,0.985248126
0.993528037,0.992191322,0.998653292,1.001368912,1.011048005,1.013027009,1.001018342
1.01213342,1.017533723,1.011212965,1.005352131,0.993527991,1.009440935,1.004820424
1.003735805,0.999122216,1.009393752,1.006618926,1.004107072,1.009462125,1.013371896
1.004804762,0.99551655,1.001468467,1.002314262,0.990830957,0.999795895,0.987948572
0.990187367,0.988358539,0.990319968,0.992724796,1.003566984,0.990227827,1.010653919
1.001563529,0.996967404,1.001410784,0.99969374,0.99567632,1.004944072,0.993341665
0.999330354,1.005042187,0.997639123,1.008415064,1.001598193,1.020598589,0.994027125
1.002985107,1.011879302,1.003736924,1.007231743,0.999845343,0.983146449,1.011539257
0.996430665,0.99308051,1.000501512,1.000933962,0.994871747,0.989443302,1.013627631
0.991813502,1.009581712,0.995054684,0.994735254,1.008899113,1.073170617,0.998952838
1.000885861,0.999084675,1.00630053,0.994150231,1.003322252,1.013456234,0.988881591
0.984448811,1.007918758,0.982593858,0.996471868,0.994989951,0.991156926,1.045470087
0.999419024,1.002736803,0.998298197,1.002923004,1.002744938,1.037605289,0.982340267
1.003818954,1.011506718,1.022296495,1.005413839,0.994335169,1.012874222,1.014610781
1.006454462,1.000427792,0.998993809,1.001549127,1.0104069,0.998630691,0.988556822
1.001597984,0.998563144,0.994405715,1.002173572,1.01865786,0.988940682,1.020507475
1.015789873,1.006567086,1.011408136,1.007981279,0.972775068,1.001280571,1.017092107
1.013459981,1.028380775,1.01879276,1.02305475,0.98596848,1.021782648,1.015533479
0.98876151,1.022609582,0.988740076,0.993557636,0.999035057,1.002469153,0.982228502
1.010685998,0.999876652,0.991591597,0.994463265,1.022167926,1.000926762,0.991774868
0.98418767,0.976872102,0.999494872,0.999367663,1.004380042,0.991955913,1.023615337
1.003913202,1.010017052,1.016430848,1.003808635,0.985458124,0.99717333,1.003089796
1.010218506,1.012316268,1.015067586,1.007998022,0.992806812,1.004913363,0.986300958
0.997693141,1.001644888,0.998722347,0.999280697,0.983986824,0.993365294,1.011894286
1.003135211,1.013418924,1.008206071,1.002644486,0.999698866,0.99040786,1.010385758
1.010408855,0.99771315,1.001672639,1.010036415,0.949583025,1.016428746,1.017942335
0.988738944,1.017342774,1.013219028,1.0248009,1.006474829,0.995186761,0.962383748
0.998733767,1.004802831,1.000290673,1.001744951,1.007976822,0.988819187,0.932097751
0.944761099,1.003882722,0.995371654,1.005598285,0.993038839,1.011539077,0.990951355
0.993776258,0.995962918,1.004649867,0.997665849,1.005211909,1.008477216,1.003962678
1.006758647,0.997668215,1.003109501,1.030141714,0.994433229,1.000462517,0.994051135
0.994956562,0.998560632,1.005569655,1.002669157,0.996938099,0.997538823,0.995358986
1.011549702,1.026598282,1.024065634,1.01689876,0.987060801,1.00525741,1.010566012
1.010453171,1.01347841,1.01534164,1.014028239,0.994972496,1.000077475,0.98943891
1.00932216,1.011720171,0.997365336,1.007243771,1.008147411,1.006694117,1.002298832
0.979473334,0.988284966,0.984880221,0.977703863,0.996177798,0.981436171,0.993519948
0.988041138,1.000220252,0.99800797,0.997818941,1.001086442,1.004836146,1.002235881
1.006830057,1.028031901,1.018049126,1.021659699,1.007903698,1.016543103,1.009756186
1.00232897,1.008494701,0.994905364,0.998587228,1.018228582,0.992333854,1.012821207
0.986287161,0.974932103,0.978094705,0.980095114,0.986843352,0.996835276,0.979783474
0.987896991,1.002768228,0.978091904,0.981816666,0.973499078,0.994091456,0.985465251
1.015219256,1.023535356,0.991673463,0.999745134,1.007271569,1.002770093,0.993757597
0.997840548,0.995133897,1.003601957,1.005895931,1.002634036,0.990020581,0.989583547
1.002724143,0.994842325,0.991382229,0.991779659,0.999858942,0.986324998,1.001786675
1.010446128,1.015389587,1.010974751,1.005710416,1.002877064,1.0084868,1.01192188
0.997254882,0.995245071,0.973250221,0.986961633,1.002269094,0.996300784,1.012253696
1.001339133,1.004546909,0.998689969,0.999831811,1.010267896,1.001436421,0.993779495
0.992375964,0.98538197,0.993077188,0.995979211,0.994632386,0.992273105,0.986863991
1.005273516,0.991875026,0.99147785,0.996826991,1.000427647,0.974415166,0.994901849
1.000140664,1.009379215,1.005418892,1.010036312,1.002763888,1.003594734,1.005752163
0.998034875,1.003638016,0.99396929,0.995048624,1.011812915,1.00375558,1.014121712
0.991717135,1.005257161,0.987812531,0.991100362,0.988513429,0.983915329,0.997603736
1.000348072,0.980546006,1.005303105,1.019676088,0.988970102,1.003781799,1.01099485
1.000139292,0.997763733,1.008948418,1.006143838,1.009276875,1.009618902,0.980910898
